,season,episode_num_in_season,episode_num_overall,title,directed_by,written_by,original_air_date,prod_code,us_viewers,imdb_rating,total_votes,desc,rachel,monica,phoebe,joey,chandler,ross,rachel_words,monica_words,phoebe_words,joey_words,chandler_words,ross_words
135,6,15,136,The One That Could Have Been: Part 1,Michael Lembeck,Gregory S. Malins & Adam Chase,2000-02-17,225565,25890000.0,8.5,4100.0,Barry and Mindy's impending divorce prompts the gang to fantasize about what their lives might be like if they'd all taken different courses.,81.0,93.0,62.0,79.0,78.0,90.0,917.0,880.0,807.0,1006.0,857.0,989.0
136,6,16,137,The One That Could Have Been: Part 2,Michael Lembeck,David Crane & Marta Kauffman,2000-02-17,225566,25890000.0,8.5,4016.0,The gang continue to think about how different their lives could have been.,,,,,,,,,,,,
137,6,17,138,The One with Unagi,Gary Halvorson,Story by: Zachary RosenblattTeleplay by: Adam Chase,2000-02-24,225568,22210000.0,9.1,5436.0,Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.,21.0,31.0,23.0,30.0,56.0,42.0,189.0,410.0,201.0,515.0,657.0,623.0
138,6,18,139,The One Where Ross Dates a Student,Gary Halvorson,Seth Kurland,2000-03-09,225567,20520000.0,8.3,3804.0,Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.,31.0,32.0,35.0,40.0,49.0,41.0,309.0,339.0,384.0,629.0,512.0,563.0
139,6,19,140,The One with Joey's Fridge,Ben Weiss,Story by: Seth KurlandTeleplay by: Gigi McCreery & Perry Rein,2000-03-23,225569,21460000.0,8.3,3867.0,Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.,48.0,32.0,45.0,32.0,47.0,55.0,498.0,308.0,458.0,418.0,431.0,699.0
140,6,20,141,The One with Mac and C.H.E.E.S.E.,Kevin S. Bright,Doty Abrams,2000-04-13,225575,18810000.0,7.3,4107.0,Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.,19.0,23.0,24.0,65.0,60.0,32.0,277.0,175.0,271.0,949.0,895.0,266.0
141,6,21,142,The One Where Ross Meets Elizabeth's Dad,Michael Lembeck,Story by: David J. LaganaTeleplay by: Scott Silveri,2000-04-27,225570,20630000.0,8.6,4054.0,"Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler.",41.0,27.0,27.0,33.0,35.0,42.0,498.0,233.0,326.0,669.0,282.0,591.0
142,6,22,143,The One Where Paul's the Man,Gary Halvorson,Story by: Brian CaldirolaTeleplay by: Sherry Bilsing-Graham & Ellen Plummer,2000-05-04,225571,20010000.0,9.0,4677.0,Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.,40.0,30.0,31.0,26.0,19.0,31.0,444.0,309.0,354.0,380.0,189.0,396.0
143,6,23,144,The One with the Ring,Gary Halvorson,Ted Cohen & Andrew Reich,2000-05-11,225572,20870000.0,8.6,3930.0,Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.,36.0,4.0,52.0,25.0,51.0,31.0,653.0,49.0,665.0,255.0,805.0,270.0
144,6,24,145,The One with the Proposal: Part 1,Kevin S. Bright,Shana Goldberg-Meehan & Scott Silveri,2000-05-18,225573,30730000.0,8.7,4057.0,Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad.,87.0,92.0,62.0,88.0,84.0,47.0,922.0,1036.0,546.0,711.0,1322.0,551.0
145,6,25,146,The One with the Proposal: Part 2,Kevin S. Bright,Andrew Reich & Ted Cohen,2000-05-18,225574,30730000.0,9.3,5541.0,"Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans.",,,,,,,,,,,,
146,7,1,147,The One with Monica's Thunder,Kevin S. Bright,Story by: Wil CalhounTeleplay by: David Crane & Marta Kauffman,2000-10-12,226401,25540000.0,8.4,4027.0,"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition.",60.0,49.0,29.0,32.0,44.0,48.0,611.0,714.0,354.0,329.0,482.0,410.0
147,7,2,148,The One with Rachel's Book,Michael Lembeck,Andrew Reich & Ted Cohen,2000-10-12,226402,27930000.0,8.3,3747.0,"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading.",37.0,44.0,23.0,33.0,37.0,32.0,427.0,532.0,297.0,436.0,513.0,412.0
148,7,3,149,The One with Phoebe's Cookies,Gary Halvorson,Sherry Bilsing & Ellen Plummer,2000-10-19,226405,22720000.0,8.1,3724.0,"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.",53.0,41.0,29.0,55.0,40.0,37.0,795.0,484.0,385.0,543.0,430.0,373.0
149,7,4,150,The One with Rachel's Assistant,David Schwimmer,Brian Boyle,2000-10-26,226403,22660000.0,8.1,3748.0,"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives"".",61.0,41.0,17.0,33.0,39.0,28.0,737.0,321.0,158.0,525.0,405.0,377.0
150,7,5,151,The One with the Engagement Picture,Gary Halvorson,Story by: Earl DavisTeleplay by: Patty Lin,2000-11-02,226404,24430000.0,8.0,3704.0,"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing.",55.0,23.0,47.0,28.0,38.0,43.0,656.0,288.0,503.0,329.0,352.0,481.0
151,7,6,152,The One with the Nap Partners,Gary Halvorson,Brian Buckner & Sebastian Jones,2000-11-09,226406,22010000.0,8.9,4443.0,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor.",51.0,39.0,43.0,42.0,37.0,33.0,749.0,525.0,370.0,476.0,487.0,253.0
152,7,7,153,The One with Ross's Library Book,David Schwimmer,Scott Silveri,2000-11-16,226410,23730000.0,8.5,3801.0,"Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the wedding. They try to avoid her. Meanwhile, Rachel and Phoebe befriend Joey's girlfriend.",43.0,30.0,24.0,50.0,27.0,21.0,437.0,295.0,168.0,569.0,279.0,427.0
153,7,8,154,The One Where Chandler Doesn't Like Dogs,Kevin S. Bright,Patty Lin,2000-11-23,226407,16570000.0,8.2,3697.0,"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.",41.0,36.0,35.0,27.0,49.0,37.0,560.0,388.0,476.0,316.0,598.0,416.0
154,7,9,155,The One with All the Candy,David Schwimmer,Wil Calhoun,2000-12-07,226408,21080000.0,8.1,3655.0,"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike.",37.0,40.0,40.0,19.0,33.0,42.0,565.0,474.0,464.0,227.0,403.0,472.0
155,7,10,156,The One with the Holiday Armadillo,Gary Halvorson,Gregory S. Malins,2000-12-14,226409,23260000.0,8.5,4019.0,"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey.",39.0,30.0,49.0,12.0,46.0,41.0,450.0,309.0,589.0,124.0,557.0,576.0
156,7,11,157,The One with All the Cheesecakes,Gary Halvorson,Shana Goldberg-Meehan,2001-01-04,226412,24370000.0,8.6,3915.0,Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.,37.0,29.0,57.0,41.0,41.0,29.0,524.0,345.0,628.0,527.0,524.0,448.0
157,7,12,158,The One Where They're Up All Night,Kevin S. Bright,Zachary Rosenblatt,2001-01-11,226413,22860000.0,8.6,3983.0,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.",29.0,25.0,15.0,35.0,25.0,35.0,678.0,303.0,450.0,397.0,357.0,578.0
158,7,13,159,The One Where Rosita Dies,Stephen Prime,Story by: Ellen Plummer & Sherry BilsingTeleplay by: Brian Buckner & Sebastian Jones,2001-02-01,226415,22240000.0,8.4,3754.0,Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.,47.0,34.0,47.0,39.0,18.0,45.0,513.0,488.0,652.0,375.0,287.0,568.0
159,7,14,160,The One Where They All Turn Thirty,Ben Weiss,Story by: Vanessa McCarthyTeleplay by: Ellen Plummer & Sherry Bilsing,2001-02-08,226411,22400000.0,8.6,3971.0,Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.,45.0,31.0,38.0,28.0,39.0,27.0,695.0,398.0,512.0,289.0,486.0,316.0
160,7,15,161,The One with Joey's New Brain,Kevin S. Bright,Story by: Sherry Bilsing & Ellen PlummerTeleplay by: Andrew Reich & Ted Cohen,2001-02-15,226416,21750000.0,8.4,3855.0,"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play her character, but she's unaware that she's being written out of the show and freaks out at Joey. Later, she tries to give him some pointers, and they end up spending the night together. Ross tells Chandler and Monica that he has a surprise for their wedding, which turns out to be him playing the bagpipes - terribly, as it turns out. Rachel and Phoebe have their eye on a guy at the ...",64.0,22.0,46.0,62.0,20.0,23.0,766.0,272.0,478.0,774.0,193.0,232.0
161,7,16,162,The One with the Truth About London,David Schwimmer,Story by: Brian Buckner & Sebastian JonesTeleplay by: Zachary Rosenblatt,2001-02-22,226417,21220000.0,8.7,3989.0,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.",66.0,63.0,27.0,55.0,66.0,39.0,834.0,586.0,398.0,893.0,713.0,489.0
162,7,17,163,The One with the Cheap Wedding Dress,Kevin S. Bright,Story by: Brian Buckner & Sebastian JonesTeleplay by: Andrew Reich & Ted Cohen,2001-03-15,226414,20840000.0,8.3,3690.0,"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can usually handle. The worst shopper is Megan: she grabs the dress Monica wants, then blackmails her over booking the swing band that's the only thing Chandler really wants for the wedding. Meanwhile, Ross and Joey independently meet and date Kristen while helping her move in. The rivals agree to let her choose after one date with each, but they get so carried away cheating on the deal ...",17.0,47.0,18.0,58.0,34.0,53.0,174.0,556.0,265.0,673.0,394.0,679.0
163,7,18,164,The One with Joey's Award,Gary Halvorson,Story by: Sherry Bilsing & Ellen PlummerTeleplay by: Brian Boyle,2001-03-29,226418,17810000.0,8.4,3735.0,Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel convinces him to take it back because he can't be happy with an award he didn't win. One of Ross' students failed the midterms because he is in love with Ross and can't concentrate in class so Ross changes his grade. But now more students come to Ross pretending to be in love with him in order to get a better grade. When Rachel and Joey take the Soapy back the real winner just throws it ...,42.0,33.0,28.0,47.0,9.0,27.0,457.0,510.0,461.0,732.0,120.0,486.0
164,7,19,165,The One with Ross and Monica's Cousin,Gary Halvorson,Andrew Reich & Ted Cohen,2001-04-19,226421,16540000.0,8.7,4165.0,Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.,37.0,58.0,44.0,46.0,10.0,21.0,394.0,641.0,395.0,612.0,105.0,363.0
165,7,20,166,The One with Rachel's Big Kiss,Gary Halvorson,Scott Silveri & Shana Goldberg-Meehan,2001-04-26,226419,16300000.0,8.3,3835.0,Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.,72.0,36.0,22.0,41.0,40.0,18.0,850.0,493.0,182.0,561.0,414.0,180.0
166,7,21,167,The One with the Vows,Gary Halvorson,Doty Abrams,2001-05-03,226424,15650000.0,7.4,3764.0,"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past.",34.0,55.0,37.0,39.0,64.0,24.0,311.0,595.0,421.0,328.0,717.0,226.0
167,7,22,168,The One with Chandler's Dad,Kevin S. Bright & Gary Halvorson,Story by: Gregory S. MalinsTeleplay by: Brian Buckner & Sebastian Jones,2001-05-10,226420,17230000.0,8.3,3775.0,Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.,48.0,31.0,28.0,35.0,29.0,38.0,384.0,350.0,239.0,415.0,501.0,399.0
168,7,23,169,The One with Monica and Chandler's Wedding: Part 1,Kevin S. Bright,Gregory S. Malins,2001-05-17,226422,30050000.0,8.9,4229.0,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines.",77.0,63.0,57.0,73.0,62.0,81.0,770.0,756.0,546.0,848.0,698.0,996.0
169,7,24,170,The One with Monica and Chandler's Wedding: Part 2,Kevin S. Bright,Marta Kauffman & David Crane,2001-05-17,226423,30050000.0,9.2,4781.0,Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.,6.0,12.0,11.0,18.0,8.0,17.0,69.0,119.0,95.0,265.0,64.0,140.0
170,8,1,171,The One After I Do,Kevin S. Bright,David Crane & Marta Kauffman,2001-09-27,227401,31700000.0,8.7,4022.0,The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.,46.0,46.0,43.0,25.0,24.0,39.0,453.0,461.0,330.0,502.0,234.0,531.0
171,8,2,172,The One with the Red Sweater,David Schwimmer,Dana Klein Borkow,2001-10-04,227402,30040000.0,9.1,4675.0,"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos.",35.0,41.0,51.0,35.0,43.0,39.0,418.0,453.0,612.0,403.0,510.0,411.0
172,8,3,173,The One Where Rachel Tells...,Sheldon Epps,Sherry Bilsing & Ellen Plummer,2001-10-11,227403,29200000.0,8.7,3820.0,"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, get bumped up to first class. They try to sneak into the first-class lounge, but are caught - but she at least manages to steal an orange. Joey and Phoebe find that Monica and Chandler have tricked them out of the keys to the master apartment; Joey hopes a false gas leak alert will make super Treeger use his key, but he makes a fireman use an axe, and the wrecked door calls for a big...",56.0,31.0,33.0,38.0,22.0,68.0,541.0,353.0,265.0,364.0,210.0,830.0
173,8,4,174,The One with the Videotape,Kevin S. Bright,Scott Silveri,2001-10-18,227406,25580000.0,9.3,5429.0,"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it.",60.0,33.0,18.0,45.0,21.0,83.0,732.0,399.0,168.0,547.0,224.0,832.0
174,8,5,175,The One with Rachel's Date,Gary Halvorson,Brian Buckner & Sebastian Jones,2001-10-25,227404,25640000.0,8.1,3641.0,"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on Days of Our Lives. Ross thinks it's weird because whoever takes Rachel out, takes his baby out too. He always pictured that his next child would grow up in a happy family. Rachel's date was terrible because she made the mistake of mentioning she was pregnant. Ross reassures her it isn't so bad because when she has the baby she will love someone more than she ever loved anyone.",37.0,34.0,39.0,39.0,26.0,60.0,376.0,371.0,406.0,445.0,345.0,648.0
175,8,6,176,The One with the Halloween Party,Gary Halvorson,Mark Kunerth,2001-11-01,227405,26960000.0,8.5,3972.0,"Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula.",34.0,36.0,51.0,35.0,32.0,26.0,530.0,327.0,551.0,395.0,260.0,281.0
176,8,7,177,The One with the Stain,Kevin S. Bright,R. Lee Fleming Jr.,2001-11-08,227407,24240000.0,7.8,3703.0,"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe.",41.0,42.0,33.0,31.0,33.0,34.0,434.0,444.0,370.0,407.0,263.0,331.0
177,8,8,178,The One with the Stripper,David Schwimmer,Andrew Reich & Ted Cohen,2001-11-15,227408,26540000.0,8.7,4147.0,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with Rachel's dad, because she is afraid her dad will be really angry when she tells him she's pregnant. Mr. Green is delighted to hear he will be a grandfather, but freaks out when he finds out that Rachel isn't getting married - so she just tells him that Ross won't marry her. Monica feels bad about having had a bachelorette party, so she organizes a bachelor party including a stripper for ...",43.0,20.0,22.0,34.0,42.0,36.0,589.0,306.0,260.0,405.0,374.0,406.0
178,8,9,179,The One with the Rumor,Gary Halvorson,Shana Goldberg-Meehan,2001-11-22,227410,24240000.0,9.3,6736.0,"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel.",48.0,62.0,31.0,28.0,16.0,35.0,590.0,800.0,313.0,400.0,174.0,380.0
179,8,10,180,The One with Monica's Boots,Kevin S. Bright,Story by: Robert CarlockTeleplay by: Brian Buckner & Sebastian Jones,2001-12-06,227409,22440000.0,8.0,3693.0,"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son.",42.0,38.0,50.0,37.0,33.0,23.0,473.0,557.0,636.0,498.0,308.0,190.0
180,8,11,181,The One with Ross's Step Forward,Gary Halvorson,Robert Carlock,2001-12-13,227411,23850000.0,8.0,3539.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman.",45.0,18.0,29.0,22.0,18.0,42.0,588.0,197.0,336.0,170.0,252.0,595.0
181,8,12,182,The One Where Joey Dates Rachel,David Schwimmer,Sherry Bilsing-Graham & Ellen Plummer,2002-01-10,227412,25530000.0,8.5,3857.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; gang addicted to Mrs. Pacman.",67.0,30.0,16.0,66.0,25.0,15.0,850.0,380.0,183.0,828.0,339.0,433.0
182,8,13,183,The One Where Chandler Takes a Bath,Ben Weiss,Vanessa McCarthy,2002-01-17,227413,29240000.0,8.5,3759.0,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.,49.0,56.0,41.0,26.0,51.0,46.0,391.0,535.0,402.0,423.0,438.0,470.0
183,8,14,184,The One with the Secret Closet,Kevin S. Bright,Brian Buckner & Sebastian Jones,2002-01-31,227414,28640000.0,8.2,3566.0,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside.",40.0,53.0,43.0,54.0,34.0,28.0,417.0,405.0,435.0,842.0,471.0,359.0
184,8,15,185,The One with the Birthing Video,Kevin S. Bright,Dana Klein Borkow,2002-02-07,227415,28640000.0,8.3,3550.0,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video. Ross hides from Mona that Rachel is now living in his apartment",26.0,30.0,25.0,41.0,29.0,55.0,407.0,346.0,368.0,495.0,341.0,714.0
185,8,16,186,The One Where Joey Tells Rachel,Ben Weiss,Andrew Reich & Ted Cohen,2002-02-28,227416,27520000.0,8.2,3610.0,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she thinks is Monica's soul-mate and introduces Don to Monica to see what will happen. Monica and Don get along perfectly. Ross goes to tell Joey that he doesn't hate him and Joey promises to never act on his feelings for Rachel because he won't jeopardize his friendship to Ross. But when Ross realizes that Joey really is in love for the first time he tells Joey to tell Rachel. When Joey ...",33.0,31.0,23.0,51.0,29.0,36.0,352.0,407.0,198.0,734.0,342.0,394.0
186,8,17,187,The One with the Tea Leaves,Gary Halvorson,Story by: R. Lee Fleming Jr.Teleplay by: Steven Rosenhaus,2002-03-07,227417,26300000.0,8.0,3564.0,"Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with Joey, so she takes Monica's advice to change the subject to something work-related. However in another uncomfortable conversation she manages to convince Joey that her boss, Mr. Zelner, wants to buy her baby. When Phoebe resumes reading tea leaves, she sees that she'll meet the man of her dreams soon, and takes that to be Jim, who she keeps bumping into. However she soon finds he ...",54.0,34.0,35.0,30.0,23.0,12.0,580.0,427.0,527.0,328.0,293.0,289.0
187,8,18,188,The One in Massapequa,Gary Halvorson,Story by: Peter TibbalsTeleplay by: Mark Kunerth,2002-03-28,227418,22050000.0,8.2,3615.0,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.,33.0,25.0,40.0,17.0,12.0,43.0,351.0,531.0,472.0,229.0,116.0,560.0
188,8,19,189,The One with Joey's Interview,Gary Halvorson,Doty Abrams,2002-04-04,227424,22590000.0,7.4,3738.0,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life.",25.0,8.0,15.0,95.0,28.0,27.0,383.0,83.0,129.0,1424.0,230.0,228.0
189,8,20,190,The One with the Baby Shower,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,2002-04-25,227421,22240000.0,8.2,3609.0,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice.",53.0,36.0,28.0,46.0,33.0,48.0,731.0,570.0,302.0,562.0,217.0,579.0
190,8,21,191,The One with the Cooking Class,Gary Halvorson,Story by: Dana Klein BorkowTeleplay by: Brian Buckner & Sebastian Jones,2002-05-02,227419,23970000.0,8.1,3597.0,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store.",53.0,34.0,25.0,22.0,37.0,47.0,661.0,423.0,276.0,261.0,379.0,570.0
191,8,22,192,The One Where Rachel Is Late,Gary Halvorson,Shana Goldberg-Meehan,2002-05-09,227420,24310000.0,8.3,3553.0,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.,55.0,32.0,23.0,38.0,29.0,45.0,770.0,405.0,245.0,550.0,296.0,450.0
192,8,23,193,The One Where Rachel Has a Baby: Part 1,Kevin S. Bright,Scott Silveri,2002-05-16,227422,34910000.0,8.8,3883.0,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - the last couple being Janice and her new husband. Chandler and Monica decide to start trying to have a baby.",108.0,42.0,57.0,56.0,36.0,96.0,1130.0,444.0,667.0,609.0,388.0,960.0
193,8,24,194,The One Where Rachel Has a Baby: Part 2,Kevin S. Bright,Marta Kauffman & David Crane,2002-05-16,227423,34910000.0,8.9,4183.0,"After Rachel gives birth to her baby, she must confront relationship issues around her.",,,,,,,,,,,,
194,9,1,195,The One Where No One Proposes,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,2002-09-26,175251,34010000.0,8.6,3944.0,"Rachel, Ross and Joey get together in a guyand figure out that no one was actually going to propose; Mr. Geller walks in on Monica and Chandler having sex.",61.0,26.0,31.0,54.0,27.0,60.0,401.0,216.0,337.0,589.0,289.0,609.0
195,9,2,196,The One Where Emma Cries,Sheldon Epps,Dana Klein Borkow,2002-10-03,175252,28930000.0,8.5,3942.0,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.",45.0,40.0,22.0,49.0,28.0,61.0,615.0,351.0,319.0,598.0,517.0,516.0
196,9,3,197,The One with the Pediatrician,Roger Christiansen,Brian Buckner & Sebastian Jones,2002-10-10,175254,26620000.0,8.2,3631.0,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer.",29.0,38.0,38.0,49.0,39.0,35.0,348.0,469.0,408.0,500.0,415.0,383.0
197,9,4,198,The One with the Sharks,Ben Weiss,Andrew Reich & Ted Cohen,2002-10-17,175253,25810000.0,8.1,3672.0,Monica thinks Chandler is aroused by shark documentaries.,11.0,0.0,35.0,33.0,16.0,37.0,150.0,0.0,678.0,458.0,223.0,504.0
198,9,5,199,The One with Phoebe's Birthday Dinner,David Schwimmer,Scott Silveri,2002-10-31,175255,24460000.0,8.5,3753.0,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems.",36.0,44.0,36.0,29.0,46.0,35.0,409.0,495.0,544.0,333.0,644.0,525.0
199,9,6,200,The One with the Male Nanny,Kevin S. Bright,David Crane & Marta Kauffman,2002-11-07,175256,27510000.0,8.3,3935.0,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met.",36.0,32.0,52.0,29.0,31.0,53.0,473.0,421.0,807.0,390.0,570.0,782.0
200,9,7,201,The One with Ross's Inappropriate Song,Gary Halvorson,Robert Carlock,2002-11-14,175257,25350000.0,8.6,3952.0,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment.",22.0,22.0,43.0,24.0,31.0,18.0,514.0,333.0,743.0,442.0,562.0,369.0
201,9,8,202,The One with Rachel's Other Sister,Kevin S. Bright,Shana Goldberg-Meehan,2002-11-21,175258,26760000.0,8.8,4375.0,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.,52.0,29.0,22.0,27.0,37.0,19.0,549.0,355.0,244.0,382.0,627.0,195.0
202,9,9,203,The One with Rachel's Phone Number,Ben Weiss,Mark Kunerth,2002-12-05,175259,25420000.0,8.1,3611.0,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys.",48.0,35.0,30.0,34.0,48.0,36.0,641.0,397.0,353.0,488.0,589.0,462.0
203,9,10,204,The One with Christmas in Tulsa,Kevin S. Bright,Doty Abrams,2002-12-12,175260,22280000.0,7.4,3734.0,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job.",17.0,67.0,21.0,12.0,118.0,21.0,201.0,578.0,170.0,76.0,1478.0,182.0
204,9,11,205,The One Where Rachel Goes Back to Work,Gary Halvorson,Story by: Judd RubinTeleplay by: Peter Tibbals,2003-01-09,175261,23670000.0,7.9,3487.0,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show.",39.0,29.0,30.0,29.0,31.0,21.0,596.0,509.0,313.0,413.0,449.0,245.0
